,phrase,label,sentiment,subjectivity,language,count
at least 20,at least 20,CARDINAL,,,en,1.6000000000000005
Russian,Russian,NORP,,,en,1.6000000000000003
afternoon,afternoon,TIME,,,en,1.6
56,56,CARDINAL,,,en,1.6
Santorini,Santorini,NORP,0.0,0.125,en,1.6
100,100,CARDINAL,,,en,1.6
at least 31,at least 31,CARDINAL,,,en,1.6
the new year,the new year,DATE,,,en,1.6
6,6,CARDINAL,,,en,1.6
Streptomyces,Streptomyces,NORP,,,en,1.6
at least 13,at least 13,CARDINAL,,,en,1.6
Arab,Arab,NORP,,,en,1.6
Hundreds,Hundreds,CARDINAL,,,en,1.6
Dolphins,Dolphins,PRODUCT,,,en,1.6
past 350,past 350,CARDINAL,,,en,1.6
winter season,winter season,DATE,,,en,1.6
thousands,thousands,CARDINAL,,,en,1.6
5,5,MONEY,,,en,1.5000000000000004
Americans,Americans,NORP,,,en,1.4000000000000004
31,31,CARDINAL,,,en,1.4000000000000004
7,7,CARDINAL,,,en,1.4000000000000004
2034,2034,DATE,,,en,1.4000000000000004
Halloween,Halloween,DATE,,,en,1.4000000000000004
half,half,CARDINAL,,,en,1.4000000000000001
Martian,Martian,PRODUCT,,,en,1.4000000000000001
African,African,NORP,,,en,1.3000000000000003
October 2025,October 2025,DATE,,,en,1.3000000000000003
third-quarter,third-quarter,DATE,,,en,1.3000000000000003
Thanksgiving,Thanksgiving,DATE,,,en,1.3000000000000003
Hurricane Melissa,Hurricane Melissa,EVENT,,,en,1.3000000000000003
June,June,DATE,,,en,1.3000000000000003
North American,North American,NORP,,,en,1.3000000000000003
nearly 2 million,nearly 2 million,CARDINAL,,,en,1.3
spring,spring,DATE,,,en,1.3
Brazilian,Brazilian,NORP,,,en,1.3
these first few months of the year,these first few months of the year,DATE,,,en,1.3
2100,2100,CARDINAL,,,en,1.3
10 December 2025,10 December 2025,DATE,,,en,1.3
ICC,ICC,NORP,0.19727272727272727,0.5642424242424242,en,1.3
Amazonian,Amazonian,NORP,,,en,1.3
a few months,a few months,DATE,,,en,1.3
Mineral Clay,Mineral Clay,PRODUCT,,,en,1.3
24 to 48 hours,24 to 48 hours,TIME,,,en,1.3
90,90,CARDINAL,,,en,1.3
three months,three months,DATE,,,en,1.3
the hottest spring,the hottest spring,DATE,,,en,1.3
65,65,CARDINAL,,,en,1.3
more than £800m,more than £800m,MONEY,,,en,1.3
Egyptians,Egyptians,NORP,,,en,1.3
Mesopotamians,Mesopotamians,NORP,,,en,1.3
the Champions Cup,the Champions Cup,EVENT,,,en,1.3
699,699,MONEY,,,en,1.3
At least 37,At least 37,CARDINAL,,,en,1.3
132,132,CARDINAL,,,en,1.3
20%,20%,PERCENT,,,en,1.3
the end of 2025,the end of 2025,DATE,,,en,1.3
the Thomas Assembly Center,the Thomas Assembly Center,FAC,,,en,1.3
16,16,CARDINAL,,,en,1.3
+1131 chars,+1131 chars,WORK_OF_ART,,,en,1.3
a dozen,a dozen,CARDINAL,,,en,1.3
December,December,DATE,,,en,1.3
Nearly one year,Nearly one year,DATE,,,en,1.3
March,March,DATE,,,en,1.3
fiscal year,fiscal year,DATE,,,en,1.3
Irans,Irans,NORP,,,en,1.3
one year,one year,DATE,,,en,1.3
Dozens,Dozens,CARDINAL,,,en,1.3
morning,morning,TIME,,,en,1.3
60 years,60 years,DATE,,,en,1.3
British,British,NORP,,,en,1.3
International Day for Disaster Risk Reduction,International Day for Disaster Risk Reduction,EVENT,,,en,1.2000000000000002
October,October,DATE,,,en,1.2000000000000002
Voxtur,Voxtur,WORK_OF_ART,,,en,1.2000000000000002
Ceratitis,Ceratitis,NORP,,,en,1.2000000000000002
the Maximos Mansion,the Maximos Mansion,FAC,,,en,1.2000000000000002
2022,2022,DATE,,,en,1.2000000000000002
the same month,the same month,DATE,,,en,1.2000000000000002
Oct. 13,Oct. 13,DATE,,,en,1.2000000000000002
December 1989,December 1989,DATE,,,en,1.2000000000000002
the Great Barrier Reef,the Great Barrier Reef,EVENT,,,en,1.2000000000000002
Pistachio Wars,Pistachio Wars,WORK_OF_ART,,,en,1.2000000000000002
two months,two months,DATE,,,en,1.2000000000000002
Democrats,Democrats,NORP,,,en,1.2000000000000002
1995,1995,DATE,,,en,1.2000000000000002
2000,2000,DATE,,,en,1.2000000000000002
1991,1991,DATE,,,en,1.2000000000000002
Spider,Spider,PRODUCT,,,en,1.2000000000000002
overnight,overnight,TIME,,,en,1.2000000000000002
Redmagic 11,Redmagic 11,LAW,,,en,1.2000000000000002
Dutch,Dutch,NORP,,,en,1.2000000000000002
Korean,Korean,NORP,,,en,1.2000000000000002
five,five,CARDINAL,,,en,1.2000000000000002
Himalayan,Himalayan,NORP,,,en,1.2000000000000002
6.3,6.3,CARDINAL,,,en,1.2000000000000002
35,35,MONEY,,,en,1.2
5.99,5.99,MONEY,,,en,1.2
over 95 million dollars,over 95 million dollars,MONEY,,,en,1.2
4.49,4.49,MONEY,,,en,1.2
OnlyFans,OnlyFans,NORP,,,en,1.2
Two years,Two years,DATE,,,en,1.2
several days,several days,DATE,,,en,1.1
seconds,seconds,TIME,,,en,1.1
Two weeks ago,Two weeks ago,DATE,,,en,1.1
Another year,Another year,DATE,,,en,1.1
18k miles,18k miles,QUANTITY,,,en,1.1
"November 9-10, 2025","November 9-10, 2025",DATE,,,en,1.1
Garmin,Garmin,PRODUCT,,,en,1.1
a decade,a decade,DATE,,,en,1.1
over 300,over 300,CARDINAL,,,en,1.1
USD 126.57 billion,USD 126.57 billion,MONEY,,,en,1.1
a few kg,a few kg,QUANTITY,,,en,1.1
"Abstract
","Abstract
",WORK_OF_ART,,,en,1.1
"the three and nine months ending September 30, 2025","the three and nine months ending September 30, 2025",DATE,,,en,1.1
Nov 2,Nov 2,DATE,,,en,1.1
at least nine,at least nine,CARDINAL,,,en,1.1
these days,these days,DATE,,,en,1.1
Nearly 80 percent,Nearly 80 percent,PERCENT,,,en,1.1
the previous month,the previous month,DATE,,,en,1.1
almost 200%,almost 200%,PERCENT,,,en,1.1
about 900 million,about 900 million,CARDINAL,,,en,1.1
"only 5,000","only 5,000",CARDINAL,,,en,1.1
later this month,later this month,DATE,,,en,1.1
3 November 2025,3 November 2025,DATE,,,en,1.1
70%,70%,PERCENT,,,en,1.1
USD 224.55 billion,USD 224.55 billion,MONEY,,,en,1.1
2010,2010,DATE,,,en,1.1
the end of the century,the end of the century,DATE,,,en,1.1
millions of years,millions of years,DATE,,,en,1.1
Stamina,Stamina,PRODUCT,,,en,1.1
November 6,November 6,DATE,,,en,1.1
35mm,35mm,QUANTITY,,,en,1.1
a World Cup,a World Cup,EVENT,,,en,1.1
this Tuesday,this Tuesday,DATE,,,en,1.1
the Special Development Package,the Special Development Package,LAW,,,en,1.1
18,18,CARDINAL,,,en,1.1
1.5 billion,1.5 billion,CARDINAL,,,en,1.1
Chinook,Chinook,PRODUCT,,,en,1.1
"Rs 1,441 crore","Rs 1,441 crore",MONEY,,,en,1.1
3D,3D,CARDINAL,,,en,1.1
Influencers,Influencers,NORP,,,en,1.1
Mark of the Ninja,Mark of the Ninja,WORK_OF_ART,,,en,1.1
Sunday afternoon,Sunday afternoon,TIME,,,en,1.1
the US Civil War,the US Civil War,EVENT,,,en,1.1
31 years,31 years,DATE,,,en,1.1
the day,the day,DATE,,,en,1.1
4 degrees,4 degrees,QUANTITY,,,en,1.1
hundreds and thousands,hundreds and thousands,CARDINAL,,,en,1.1
64,64,CARDINAL,,,en,1.1
51,51,CARDINAL,,,en,1.1
the late 1950s,the late 1950s,DATE,,,en,1.1
November 13,November 13,DATE,,,en,1.1
seven,seven,CARDINAL,,,en,1.1
Thirty-one,Thirty-one,CARDINAL,,,en,1.1
the eighteenth and nineteenth century,the eighteenth and nineteenth century,DATE,,,en,1.1
Swiss,Swiss,NORP,,,en,1.1
more than 250 years,more than 250 years,DATE,,,en,1.1
25th,25th,ORDINAL,,,en,1.1
August,August,DATE,,,en,1.1
May,May,DATE,,,en,1.1
redmagic 11,redmagic 11,FAC,,,en,1.1
50%,50%,PERCENT,,,en,1.1
at least one week,at least one week,DATE,,,en,1.1
Himalayas,Himalayas,NORP,,,en,1.1
Disneyland,Disneyland,FAC,,,en,1.1
these weeks,these weeks,DATE,,,en,1.1
next month,next month,DATE,,,en,1.1
Qilin,Qilin,LAW,,,en,1.1
at least 34,at least 34,CARDINAL,,,en,1.1
Agenda,Agenda,PRODUCT,,,en,1.1
Nov. 11,Nov. 11,DATE,,,en,1.1
more than 40,more than 40,CARDINAL,,,en,1.1
the coming weeks,the coming weeks,DATE,,,en,1.1
Only 2,Only 2,CARDINAL,,,en,1.1
September,September,DATE,,,en,1.1
65th,65th,ORDINAL,,,en,1.1
two-month,two-month,DATE,,,en,1.1
Hindu,Hindu,NORP,,,en,1.1
Nov. 2,Nov. 2,DATE,,,en,1.1
this November,this November,DATE,,,en,1.1
8,8,CARDINAL,,,en,1.1
the start of 2025,the start of 2025,DATE,,,en,1.1
billions,billions,CARDINAL,,,en,1.0
"4,500 years ago","4,500 years ago",DATE,,,en,1.0
more than a year ago,more than a year ago,DATE,,,en,1.0
Southern Californians,Southern Californians,NORP,,,en,1.0
18th,18th,ORDINAL,,,en,1.0
Nepalese,Nepalese,NORP,,,en,1.0
the Golden St…,the Golden St…,FAC,,,en,1.0
Second,Second,ORDINAL,,,en,1.0
San Diego State University Mission Valley,San Diego State University Mission Valley,FAC,,,en,1.0
nearly £15 billion,nearly £15 billion,MONEY,,,en,1.0
"16,872","16,872",CARDINAL,,,en,1.0
20(11,20(11,CARDINAL,,,en,1.0
over 84%,over 84%,PERCENT,,,en,1.0
VOD,VOD,WORK_OF_ART,,,en,1.0
51 minutes ago</li><li,51 minutes ago</li><li,TIME,,,en,1.0
California Dump Water,California Dump Water,WORK_OF_ART,,,en,1.0
1.4GHz,1.4GHz,CARDINAL,,,en,1.0
The Westcar Papyrus,The Westcar Papyrus,LAW,,,en,1.0
0.34 ± 0.30 PgC,0.34 ± 0.30 PgC,QUANTITY,,,en,1.0
every year,every year,DATE,,,en,1.0
Israeli,Israeli,NORP,,,en,1.0
$19.6 billion,$19.6 billion,MONEY,,,en,1.0
72,72,CARDINAL,,,en,1.0
Thirty years,Thirty years,DATE,,,en,1.0
8%,8%,PERCENT,,,en,1.0
2024-25,2024-25,DATE,,,en,1.0
2nd quarter of this fiscal year,2nd quarter of this fiscal year,DATE,,,en,1.0
Mexicans,Mexicans,NORP,,,en,1.0
28,28,CARDINAL,,,en,1.0
the coming year,the coming year,DATE,,,en,1.0
the Year,the Year,DATE,,,en,1.0
11/22/2025,11/22/2025,DATE,,,en,1.0
final hours,final hours,TIME,,,en,1.0
yesterday,yesterday,DATE,,,en,1.0
Cloudflare,Cloudflare,PRODUCT,,,en,1.0
11/19/2025,11/19/2025,DATE,,,en,1.0
The last decade,The last decade,DATE,,,en,1.0
the hottest decade,the hottest decade,DATE,,,en,1.0
"more than 10,000","more than 10,000",CARDINAL,,,en,1.0
+5033 chars,+5033 chars,WORK_OF_ART,,,en,1.0
clima.+New,clima.+New,CARDINAL,,,en,1.0
Last week's,Last week's,DATE,,,en,1.0
midweek,midweek,DATE,,,en,1.0
the past week,the past week,DATE,,,en,1.0
At least 18,At least 18,CARDINAL,,,en,1.0
the rainy season,the rainy season,DATE,,,en,1.0
50,50,CARDINAL,,,en,1.0
50 years,50 years,DATE,,,en,1.0
the long hours,the long hours,TIME,,,en,1.0
two consecutive years,two consecutive years,DATE,,,en,1.0
Hottest 100,Hottest 100,CARDINAL,,,en,1.0
only 33%,only 33%,PERCENT,,,en,1.0
coming year,coming year,DATE,,,en,1.0
Global Ranking,Global Ranking,WORK_OF_ART,,,en,1.0
dozens of years,dozens of years,DATE,,,en,1.0
10.1039,10.1039,CARDINAL,,,en,1.0
+10974,+10974,CARDINAL,,,en,1.0
+10844,+10844,CARDINAL,,,en,1.0
DeepTech,DeepTech,PRODUCT,,,en,1.0
a single square mile,a single square mile,QUANTITY,,,en,1.0
200%,200%,PERCENT,,,en,1.0
ten dollars,ten dollars,MONEY,,,en,1.0
NEW World,NEW World,WORK_OF_ART,,,en,1.0
5 km,5 km,QUANTITY,,,en,1.0
around 3 miles,around 3 miles,QUANTITY,,,en,1.0
around 06:10 on,around 06:10 on,TIME,,,en,1.0
December 15,December 15,DATE,,,en,1.0
about 4%,about 4%,PERCENT,,,en,1.0
Decem,Decem,WORK_OF_ART,,,en,1.0
30,30,CARDINAL,,,en,1.0
2006 to 2010,2006 to 2010,DATE,,,en,1.0
8 feet,8 feet,QUANTITY,,,en,1.0
+1200 chars,+1200 chars,WORK_OF_ART,,,en,1.0
+10456,+10456,CARDINAL,,,en,1.0
West Bengal,West Bengal,NORP,0.0625,0.5,en,1.0
Coloca,Coloca,WORK_OF_ART,,,en,1.0
End User,End User,PRODUCT,,,en,1.0
future dry months,future dry months,DATE,,,en,1.0
"Cooling Type (Direct to Chip Cooling, Immersion Cooling","Cooling Type (Direct to Chip Cooling, Immersion Cooling",LAW,,,en,1.0
33.0%,33.0%,PERCENT,,,en,1.0
2032,2032,DATE,,,en,1.0
USD 7.74 billion,USD 7.74 billion,MONEY,,,en,1.0
USD 1.05 billion,USD 1.05 billion,MONEY,,,en,1.0
2025-2032,2025-2032,DATE,,,en,1.0
more than 200,more than 200,CARDINAL,,,en,1.0
105.8 °,105.8 °,CARDINAL,,,en,1.0
41.0 °,41.0 °,MONEY,,,en,1.0
the Bandar Canal,the Bandar Canal,FAC,,,en,1.0
KDS canal network,KDS canal network,FAC,,,en,1.0
84.67 lakh hectare,84.67 lakh hectare,QUANTITY,,,en,1.0
$155+ Billion,$155+ Billion,MONEY,,,en,1.0
Nepali,Nepali,NORP,,,en,1.0
Romanian,Romanian,NORP,,,en,1.0
90 percent,90 percent,PERCENT,,,en,1.0
West Countrys,West Countrys,NORP,,,en,1.0
2025  ,2025  ,QUANTITY,,,en,1.0
Nov.  12,Nov.  12,DATE,,,en,1.0
32,32,CARDINAL,,,en,1.0
11/12/2025 5:10,11/12/2025 5:10,TIME,,,en,1.0
bubblin,bubblin,WORK_OF_ART,,,en,1.0
Ten years ago,Ten years ago,DATE,,,en,1.0
Month - November 2025,Month - November 2025,DATE,,,en,1.0
Month - November 2025 | Eyesore,Month - November 2025 | Eyesore,DATE,,,en,1.0
1758,1758,DATE,,,en,1.0
+10031 chars,+10031 chars,WORK_OF_ART,,,en,1.0
"Around 1,000","Around 1,000",CARDINAL,,,en,1.0
a number of weeks,a number of weeks,DATE,,,en,1.0
USD 121 billion,USD 121 billion,MONEY,,,en,1.0
2029,2029,CARDINAL,,,en,1.0
4.6%,4.6%,PERCENT,,,en,1.0
USD 189.72 billion,USD 189.72 billion,MONEY,,,en,1.0
nearly 24 hours,nearly 24 hours,TIME,,,en,1.0
100 days,100 days,DATE,,,en,1.0
100-day,100-day,DATE,,,en,1.0
2034 |,2034 |,DATE,,,en,1.0
USD 189.72 Billion,USD 189.72 Billion,MONEY,,,en,1.0
Africans,Africans,NORP,,,en,1.0
4%,4%,PERCENT,,,en,1.0
"the Three and Nine Months Ending September 30, 2025","the Three and Nine Months Ending September 30, 2025",DATE,,,en,1.0
84.67 lakh hectares,84.67 lakh hectares,QUANTITY,,,en,1.0
4 percent,4 percent,PERCENT,,,en,1.0
+4622 chars,+4622 chars,WORK_OF_ART,,,en,1.0
English,English,LANGUAGE,,,en,1.0
1996,1996,DATE,,,en,1.0
9:05,9:05,TIME,,,en,1.0
1979)319,1979)319,CARDINAL,,,en,1.0
+9143,+9143,NORP,,,en,1.0
Dec. 01,Dec. 01,DATE,,,en,1.0
"Growth Insights:
","Growth Insights:
",WORK_OF_ART,,,en,1.0
USD 1.67 Billion,USD 1.67 Billion,MONEY,,,en,1.0
"Nov. 14, 2025","Nov. 14, 2025",DATE,,,en,1.0
Dec. 1,Dec. 1,DATE,,,en,1.0
the last weekend,the last weekend,DATE,,,en,1.0
"the Solitary World of the Pocket Gopher
Gophers","the Solitary World of the Pocket Gopher
Gophers",WORK_OF_ART,,,en,1.0
4.1,4.1,CARDINAL,,,en,1.0
"Abstract
Recurrent","Abstract
Recurrent",WORK_OF_ART,,,en,1.0
the Solitary World of the Pocket Gopher Gophers,the Solitary World of the Pocket Gopher Gophers,WORK_OF_ART,,,en,1.0
81,81,CARDINAL,,,en,1.0
six-ti,six-ti,QUANTITY,,,en,1.0
21,21,CARDINAL,,,en,1.0
46mm,46mm,QUANTITY,,,en,1.0
just a few months,just a few months,DATE,,,en,1.0
USD 0.27 billion,USD 0.27 billion,MONEY,,,en,1.0
8.26%,8.26%,PERCENT,,,en,1.0
USD 3.33 Billion,USD 3.33 Billion,MONEY,,,en,1.0
earlier this month,earlier this month,DATE,,,en,1.0
179.99,179.99,MONEY,,,en,1.0
+4792 chars,+4792 chars,WORK_OF_ART,,,en,1.0
Full Match Preview,Full Match Preview,WORK_OF_ART,,,en,1.0
World Cup 2026,World Cup 2026,EVENT,,,en,1.0
Soundcore Sleep,Soundcore Sleep,PRODUCT,,,en,1.0
4.49.Shipping,4.49.Shipping,MONEY,,,en,1.0
First-half,First-half,DATE,,,en,1.0
65-44,65-44,DATE,,,en,1.0
Saturday afternoon,Saturday afternoon,TIME,,,en,1.0
44%,44%,PERCENT,,,en,1.0
37.78,37.78,MONEY,,,en,1.0
85 years,85 years,DATE,,,en,1.0
twenty thousand,twenty thousand,CARDINAL,,,en,1.0
sixth,sixth,ORDINAL,,,en,1.0
169172,169172,DATE,,,en,1.0
close to one million,close to one million,CARDINAL,,,en,1.0
the 1970s,the 1970s,DATE,,,en,1.0
a few days,a few days,DATE,,,en,1.0
some 1 million,some 1 million,CARDINAL,,,en,1.0
"Nearly 1,000","Nearly 1,000",CARDINAL,,,en,1.0
The FIFA World Cup 2026,The FIFA World Cup 2026,EVENT,,,en,1.0
12 June 2025,12 June 2025,DATE,,,en,1.0
Englands,Englands,EVENT,,,en,1.0
each year,each year,DATE,,,en,1.0
149%,149%,PERCENT,,,en,1.0
IPCC,IPCC,PRODUCT,,,en,1.0
the 1950s,the 1950s,DATE,,,en,1.0
+5141,+5141,NORP,,,en,1.0
More Energy in the System Means More Extreme Weather,More Energy in the System Means More Extreme Weather,WORK_OF_ART,,,en,1.0
next few days,next few days,DATE,,,en,1.0
150 days,150 days,DATE,,,en,1.0
$80M,$80M,MONEY,,,en,1.0
Dec. 11,Dec. 11,DATE,,,en,1.0
Menopause Brain Fog,Menopause Brain Fog,WORK_OF_ART,,,en,1.0
D.,D.,NORP,,,en,1.0
Dujiangyan Village Candy Fair,Dujiangyan Village Candy Fair,EVENT,,,en,1.0
JULY 04,JULY 04,DATE,,,en,1.0
Climate Change 2023,Climate Change 2023,PRODUCT,,,en,1.0
1.5,1.5,CARDINAL,,,en,1.0
Two hundred,Two hundred,CARDINAL,,,en,1.0
"July 4, 2025","July 4, 2025",DATE,,,en,1.0
Ukraines,Ukraines,NORP,,,en,1.0
Moench,Moench,NORP,,,en,1.0
Climate,Climate,PRODUCT,,,en,1.0
up to 150 days,up to 150 days,DATE,,,en,1.0
Republican,Republican,NORP,,,en,1.0
10-15 year,10-15 year,DATE,,,en,1.0
37,37,CARDINAL,,,en,1.0
Amazon,Amazon,PRODUCT,,,en,1.0
303,303,CARDINAL,,,en,1.0
Nov 27,Nov 27,DATE,,,en,1.0
Days,Days,DATE,,,en,1.0
five feet,five feet,QUANTITY,,,en,1.0
tomorrow,tomorrow,DATE,,,en,1.0
the coming hours,the coming hours,TIME,,,en,1.0
barely five days,barely five days,DATE,,,en,1.0
Nov 27).Most,Nov 27).Most,DATE,,,en,1.0
November 2025 -,November 2025 -,DATE,,,en,1.0
Indonesian,Indonesian,NORP,,,en,1.0
the hottest summer,the hottest summer,DATE,,,en,1.0
Two,Two,CARDINAL,,,en,1.0
the end of October,the end of October,DATE,,,en,1.0
1952,1952,DATE,,,en,1.0
$95 Million,$95 Million,MONEY,,,en,1.0
one pollution season,one pollution season,DATE,,,en,1.0
+4753,+4753,CARDINAL,,,en,1.0
DAILY,DAILY,DATE,,,en,1.0
the spring of 2022,the spring of 2022,DATE,,,en,1.0
the Second World War,the Second World War,EVENT,,,en,1.0
+3075 chars,+3075 chars,WORK_OF_ART,,,en,1.0
the Second World War The de Havilland Mosquito,the Second World War The de Havilland Mosquito,EVENT,,,en,1.0
centuries,centuries,DATE,,,en,1.0
+3544 chars,+3544 chars,WORK_OF_ART,,,en,1.0
"Dec. 21, 2025","Dec. 21, 2025",DATE,,,en,1.0
0.2.4,0.2.4,DATE,,,en,1.0
early November,early November,DATE,,,en,1.0
11/22/2025 5:24:26 PM PST,11/22/2025 5:24:26 PM PST,TIME,,,en,1.0
5 long years,5 long years,DATE,,,en,1.0
"November 16, 2025
 ","November 16, 2025
 ",DATE,,,en,1.0
Romance Series,Romance Series,EVENT,,,en,1.0
+7950,+7950,NORP,,,en,1.0
2008,2008,DATE,,,en,1.0
Peopl,Peopl,NORP,,,en,1.0
14.23 billion,14.23 billion,MONEY,,,en,1.0
Sundays,Sundays,DATE,,,en,1.0
up to 30 million,up to 30 million,CARDINAL,,,en,1.0
+4353 chars,+4353 chars,WORK_OF_ART,,,en,1.0
$20 million,$20 million,MONEY,,,en,1.0
the Plantation Course at Kapalua Resort,the Plantation Course at Kapalua Resort,EVENT,,,en,1.0
$50 million,$50 million,MONEY,,,en,1.0
176,176,CARDINAL,,,en,1.0
